place,placeLabel
http://www.wikidata.org/entity/Q18490538,Sant'Andrea in Pescaiola
http://www.wikidata.org/entity/Q18490405,Orzignano
http://www.wikidata.org/entity/Q33343123,Spiaggia Lido di Camaiore
http://www.wikidata.org/entity/Q20009299,Pappiana
http://www.wikidata.org/entity/Q20009343,San Martino a Ulmiano
http://www.wikidata.org/entity/Q102999,Bientina
http://www.wikidata.org/entity/Q597435,Torre del Lago
http://www.wikidata.org/entity/Q3622043,Q3622043
http://www.wikidata.org/entity/Q3631098,Q3631098
http://www.wikidata.org/entity/Q3669860,Q3669860
http://www.wikidata.org/entity/Q3670502,Q3670502
http://www.wikidata.org/entity/Q3670528,Q3670528
http://www.wikidata.org/entity/Q3670649,Q3670649
http://www.wikidata.org/entity/Q3671532,Q3671532
http://www.wikidata.org/entity/Q3672433,Q3672433
http://www.wikidata.org/entity/Q3672617,Q3672617
http://www.wikidata.org/entity/Q3672996,Q3672996
http://www.wikidata.org/entity/Q3884547,Q3884547
http://www.wikidata.org/entity/Q3889077,Q3889077
http://www.wikidata.org/entity/Q3890592,Q3890592
http://www.wikidata.org/entity/Q3890599,Q3890599
http://www.wikidata.org/entity/Q3909299,Q3909299
http://www.wikidata.org/entity/Q3967891,Q3967891
http://www.wikidata.org/entity/Q3972146,Q3972146
http://www.wikidata.org/entity/Q3981616,Q3981616
http://www.wikidata.org/entity/Q3995217,Q3995217
http://www.wikidata.org/entity/Q4011827,Q4011827
http://www.wikidata.org/entity/Q4012282,Q4012282
http://www.wikidata.org/entity/Q4012390,Q4012390
http://www.wikidata.org/entity/Q4012966,Q4012966
http://www.wikidata.org/entity/Q4012982,Q4012982
http://www.wikidata.org/entity/Q3982239,Teatro Comunale
http://www.wikidata.org/entity/Q247494,Serchio
http://www.wikidata.org/entity/Q3982100,Teatro Politeama
http://www.wikidata.org/entity/Q3970103,Migliarino Pisano railway station
http://www.wikidata.org/entity/Q103270,Santa Maria a Monte
http://www.wikidata.org/entity/Q3857144,Migliarino Pisano
http://www.wikidata.org/entity/Q3967996,Staffoli
http://www.wikidata.org/entity/Q3971151,Torre del Lago Puccini
http://www.wikidata.org/entity/Q3971288,Viareggio Scalo
http://www.wikidata.org/entity/Q217489,Massarosa
http://www.wikidata.org/entity/Q4012446,Villa Puccini
http://www.wikidata.org/entity/Q1640926,Viareggio train derailment
http://www.wikidata.org/entity/Q221377,Viareggio
http://www.wikidata.org/entity/Q3673255,Chiesa Santa Maria Assunta
http://www.wikidata.org/entity/Q16587076,Q16587076
http://www.wikidata.org/entity/Q16591394,Q16591394
http://www.wikidata.org/entity/Q18490061,Q18490061
http://www.wikidata.org/entity/Q18490135,Q18490135
http://www.wikidata.org/entity/Q18490221,Q18490221
http://www.wikidata.org/entity/Q18490482,Q18490482
http://www.wikidata.org/entity/Q18490483,Q18490483
http://www.wikidata.org/entity/Q18490528,Q18490528
http://www.wikidata.org/entity/Q18490130,Castelnuovo
http://www.wikidata.org/entity/Q3825910,Lago di Bientina
http://www.wikidata.org/entity/Q1236114,Lago di Massaciuccoli
http://www.wikidata.org/entity/Q18488407,Aurelia Sud
http://www.wikidata.org/entity/Q18488749,Innocenzo
http://www.wikidata.org/entity/Q18489199,Villa Macchia
http://www.wikidata.org/entity/Q18490265,La Puce-San Jacopo
http://www.wikidata.org/entity/Q18490367,Monsello
http://www.wikidata.org/entity/Q18490461,Poggio Tondo
http://www.wikidata.org/entity/Q18490471,Ponte d'Oro
http://www.wikidata.org/entity/Q18489097,Sasso Bianco
http://www.wikidata.org/entity/Q3971295,Viareggio railway station
http://www.wikidata.org/entity/Q18488737,Gronda Sud
http://www.wikidata.org/entity/Q18488789,Manone
http://www.wikidata.org/entity/Q18488868,Montramito
http://www.wikidata.org/entity/Q18490113,Case Sardina
http://www.wikidata.org/entity/Q18490087,Carmignano
http://www.wikidata.org/entity/Q18488760,Lecci
http://www.wikidata.org/entity/Q18490442,Pieraccioni
http://www.wikidata.org/entity/Q18488452,Bozzana
http://www.wikidata.org/entity/Q18488562,Chiusa di Michelone
http://www.wikidata.org/entity/Q18489021,Quartiere Lagomare
http://www.wikidata.org/entity/Q18490108,Case Il Troncolo
http://www.wikidata.org/entity/Q18490387,Musciano
http://www.wikidata.org/entity/Q27868535,Q27868535
http://www.wikidata.org/entity/Q26807268,Capanne
http://www.wikidata.org/entity/Q3661613,Cascine di Buti
http://www.wikidata.org/entity/Q30891087,Q30891087
http://www.wikidata.org/entity/Q18488661,Ferrovia
http://www.wikidata.org/entity/Q18490412,Pagnaccio
http://www.wikidata.org/entity/Q18490450,Podere Sant'Achille
http://www.wikidata.org/entity/Q18490542,Sarzanese Valdera
http://www.wikidata.org/entity/Q18488570,Cinquini
http://www.wikidata.org/entity/Q18488693,Fosso Guidario
http://www.wikidata.org/entity/Q18490469,Ponte dell'Antico
http://www.wikidata.org/entity/Q33193147,Fosso Burlamacca
http://www.wikidata.org/entity/Q16555231,Viareggio lighthouse
http://www.wikidata.org/entity/Q16555295,Viareggio old lighthouse
http://www.wikidata.org/entity/Q37173019,Cinema Odeon
http://www.wikidata.org/entity/Q18488422,Barù
http://www.wikidata.org/entity/Q18488694,Fosso Matelli
http://www.wikidata.org/entity/Q18488795,Marina di Torre del Lago Puccini
http://www.wikidata.org/entity/Q18490091,Casa delle Guardie
http://www.wikidata.org/entity/Q18490110,Case Mazzantino
http://www.wikidata.org/entity/Q18490584,Valle di Badia
http://www.wikidata.org/entity/Q33179845,Canale Burlamacca
http://www.wikidata.org/entity/Q33345309,Spiaggia Viareggio
http://www.wikidata.org/entity/Q33326922,La Lecciona
http://www.wikidata.org/entity/Q50041050,Econboard (Italy)
http://www.wikidata.org/entity/Q187599,Q187599
http://www.wikidata.org/entity/Q219330,Pietrasanta
http://www.wikidata.org/entity/Q2287642,Q2287642
http://www.wikidata.org/entity/Q3632787,Q3632787
http://www.wikidata.org/entity/Q3668246,Q3668246
http://www.wikidata.org/entity/Q3669081,Q3669081
http://www.wikidata.org/entity/Q3670079,Q3670079
http://www.wikidata.org/entity/Q3671019,Q3671019
http://www.wikidata.org/entity/Q3671209,Q3671209
http://www.wikidata.org/entity/Q3671215,Q3671215
http://www.wikidata.org/entity/Q3682922,Q3682922
http://www.wikidata.org/entity/Q3685647,Q3685647
http://www.wikidata.org/entity/Q3694572,Q3694572
http://www.wikidata.org/entity/Q1925124,Metato
http://www.wikidata.org/entity/Q3828338,Q3828338
http://www.wikidata.org/entity/Q3867668,Q3867668
http://www.wikidata.org/entity/Q3867871,Q3867871
http://www.wikidata.org/entity/Q3884585,Q3884585
http://www.wikidata.org/entity/Q3884660,Q3884660
http://www.wikidata.org/entity/Q3898606,Q3898606
http://www.wikidata.org/entity/Q3972058,Q3972058
http://www.wikidata.org/entity/Q3973481,Q3973481
http://www.wikidata.org/entity/Q4005570,Q4005570
http://www.wikidata.org/entity/Q3297473,Sant'Anna di Stazzema massacre
http://www.wikidata.org/entity/Q221193,Seravezza
http://www.wikidata.org/entity/Q3634965,Bargecchia
http://www.wikidata.org/entity/Q3716379,Pietrasanta Cathedral
http://www.wikidata.org/entity/Q622309,Apuan Alps
http://www.wikidata.org/entity/Q3970484,Pietrasanta
http://www.wikidata.org/entity/Q3656809,Capezzano Monte
http://www.wikidata.org/entity/Q216853,Camaiore
http://www.wikidata.org/entity/Q3861732,Monte Matanna
http://www.wikidata.org/entity/Q3969166,Camaiore Lido-Capezzano
http://www.wikidata.org/entity/Q16539006,Q16539006
http://www.wikidata.org/entity/Q17623988,Q17623988
http://www.wikidata.org/entity/Q18005266,Q18005266
http://www.wikidata.org/entity/Q18488633,Q18488633
http://www.wikidata.org/entity/Q18489034,Q18489034
http://www.wikidata.org/entity/Q18489191,Vignone
http://www.wikidata.org/entity/Q18489084,Santa Lucia
http://www.wikidata.org/entity/Q18488510,Capriglia
http://www.wikidata.org/entity/Q519954,Sant'Anna di Stazzema
http://www.wikidata.org/entity/Q18489139,Tombolo
http://www.wikidata.org/entity/Q3895677,Regional Natural Park of the Apuan Alps
http://www.wikidata.org/entity/Q18488503,Capanne
http://www.wikidata.org/entity/Q18488536,Castello
http://www.wikidata.org/entity/Q18488797,Marinella
http://www.wikidata.org/entity/Q18488379,Acquaviva
http://www.wikidata.org/entity/Q18488393,Alla Costa
http://www.wikidata.org/entity/Q18488409,Azzano
http://www.wikidata.org/entity/Q18488423,Basati
http://www.wikidata.org/entity/Q18488610,Corsanico-Bargecchia
http://www.wikidata.org/entity/Q18488947,Piano di Mommio
http://www.wikidata.org/entity/Q18489093,Sassaia
http://www.wikidata.org/entity/Q18489123,Stiava
http://www.wikidata.org/entity/Q18488654,Fabbiano
http://www.wikidata.org/entity/Q18488580,Coli
http://www.wikidata.org/entity/Q3656810,Capezzano Pianore
http://www.wikidata.org/entity/Q18488474,Calcaferro
http://www.wikidata.org/entity/Q18488499,Cansoli
http://www.wikidata.org/entity/Q18488715,Giustagnana
http://www.wikidata.org/entity/Q18489008,Pozzodonico
http://www.wikidata.org/entity/Q16892924,JN53DV
http://www.wikidata.org/entity/Q16580412,Mulina
http://www.wikidata.org/entity/Q18488404,Arginello
http://www.wikidata.org/entity/Q18488862,Monteggiori
http://www.wikidata.org/entity/Q18488886,Orbachetto
http://www.wikidata.org/entity/Q18488999,Pontemazzori
http://www.wikidata.org/entity/Q18489170,Valventosa
http://www.wikidata.org/entity/Q3982294,Teatro dell'Olivo
http://www.wikidata.org/entity/Q18489223,Zarra
http://www.wikidata.org/entity/Q24045925,Monte Arsiccio mine
http://www.wikidata.org/entity/Q18488571,Ciocche I
http://www.wikidata.org/entity/Q18488687,Fornacione
http://www.wikidata.org/entity/Q18488699,Gallena
http://www.wikidata.org/entity/Q18488733,Greppolungo
http://www.wikidata.org/entity/Q18488744,Iacco
http://www.wikidata.org/entity/Q18488838,Minazzana
http://www.wikidata.org/entity/Q18488856,Mommio Castello
http://www.wikidata.org/entity/Q24123287,Lido di Camaiore
http://www.wikidata.org/entity/Q18488414,Barcaio
http://www.wikidata.org/entity/Q18488466,Bugneta I
http://www.wikidata.org/entity/Q18488573,Ciocche II
http://www.wikidata.org/entity/Q18488943,Piano di Conca
http://www.wikidata.org/entity/Q18489049,Salapreti
http://www.wikidata.org/entity/Q18489092,Saponiera
http://www.wikidata.org/entity/Q30260486,Ospedale Versilia
http://www.wikidata.org/entity/Q37986071,Q37986071
http://www.wikidata.org/entity/Q18488496,Canal d'Oro
http://www.wikidata.org/entity/Q18488755,Le Bocchette
http://www.wikidata.org/entity/Q18489032,Riomagno
http://www.wikidata.org/entity/Q18489043,Ruosina
http://www.wikidata.org/entity/Q33193162,Fosso di Camaiore
http://www.wikidata.org/entity/Q30107003,Chapel of Our Lady's Assumption into Heaven
http://www.wikidata.org/entity/Q23925229,Pollone mine
http://www.wikidata.org/entity/Q30107077,Christian Missionary Monument
http://www.wikidata.org/entity/Q47501523,Q47501523
http://www.wikidata.org/entity/Q30107106,"Aedicula ""Al Casino"""
http://www.wikidata.org/entity/Q30107153,Monument to the Fallen of the World Wars
http://www.wikidata.org/entity/Q1523424,Q1523424
http://www.wikidata.org/entity/Q3620439,Q3620439
http://www.wikidata.org/entity/Q3623590,Q3623590
http://www.wikidata.org/entity/Q3668226,Q3668226
http://www.wikidata.org/entity/Q3668374,Q3668374
http://www.wikidata.org/entity/Q3671139,Q3671139
http://www.wikidata.org/entity/Q3671704,Q3671704
http://www.wikidata.org/entity/Q3673105,Q3673105
http://www.wikidata.org/entity/Q3673319,Q3673319
http://www.wikidata.org/entity/Q3739713,Q3739713
http://www.wikidata.org/entity/Q3744364,Q3744364
http://www.wikidata.org/entity/Q3861785,Q3861785
http://www.wikidata.org/entity/Q3861870,Q3861870
http://www.wikidata.org/entity/Q3862488,Q3862488
http://www.wikidata.org/entity/Q3877628,Q3877628
http://www.wikidata.org/entity/Q3884957,Q3884957
http://www.wikidata.org/entity/Q3902767,Q3902767
http://www.wikidata.org/entity/Q3972057,Q3972057
http://www.wikidata.org/entity/Q4011805,Q4011805
http://www.wikidata.org/entity/Q217028,Fabbriche di Vallico
http://www.wikidata.org/entity/Q1070962,Lucca Comics & Games
http://www.wikidata.org/entity/Q217661,Pescaglia
http://www.wikidata.org/entity/Q221277,Stazzema
http://www.wikidata.org/entity/Q3861554,Monte Forato
http://www.wikidata.org/entity/Q2631022,Volegno
http://www.wikidata.org/entity/Q3908215,Pontestazzemese
http://www.wikidata.org/entity/Q17637654,Q17637654
http://www.wikidata.org/entity/Q17638790,Q17638790
http://www.wikidata.org/entity/Q18223551,Q18223551
http://www.wikidata.org/entity/Q18488538,Q18488538
http://www.wikidata.org/entity/Q18488602,Q18488602
http://www.wikidata.org/entity/Q18488673,Q18488673
http://www.wikidata.org/entity/Q18489144,Q18489144
http://www.wikidata.org/entity/Q18488702,Gello
http://www.wikidata.org/entity/Q18489169,Vallone
http://www.wikidata.org/entity/Q512010,Retignano
http://www.wikidata.org/entity/Q18489152,Trina
http://www.wikidata.org/entity/Q18488827,Migliano
http://www.wikidata.org/entity/Q18489147,Torre
http://www.wikidata.org/entity/Q1083038,Marina di Pietrasanta
http://www.wikidata.org/entity/Q18488680,Fontaneto
http://www.wikidata.org/entity/Q18489148,Trebbio
http://www.wikidata.org/entity/Q18488397,Ansana
http://www.wikidata.org/entity/Q18488850,Molinetto
http://www.wikidata.org/entity/Q18488907,Panicale
http://www.wikidata.org/entity/Q18488959,Piazzano
http://www.wikidata.org/entity/Q18488963,Piegaio Basso
http://www.wikidata.org/entity/Q18488961,Piegaio Alto
http://www.wikidata.org/entity/Q18489221,Zarli
http://www.wikidata.org/entity/Q18489124,Stignano
http://www.wikidata.org/entity/Q15522330,Fabbriche di Vergemoli
http://www.wikidata.org/entity/Q18488863,Montemagno
http://www.wikidata.org/entity/Q3907800,Pomezzana
http://www.wikidata.org/entity/Q18488420,Bartoli
http://www.wikidata.org/entity/Q18488462,Buchignano
http://www.wikidata.org/entity/Q18488489,Campolemisi
http://www.wikidata.org/entity/Q18488739,Gualdo
http://www.wikidata.org/entity/Q18488915,Pascoso
http://www.wikidata.org/entity/Q18489130,Tempagnano
http://www.wikidata.org/entity/Q18489167,Vallico Sotto
http://www.wikidata.org/entity/Q18489193,Villa a Roggio
http://www.wikidata.org/entity/Q18488479,Campaccio
http://www.wikidata.org/entity/Q18488454,Bozzano
http://www.wikidata.org/entity/Q18488385,Aiola-Il Colletto
http://www.wikidata.org/entity/Q18488399,Anticiana
http://www.wikidata.org/entity/Q18488502,Capanne di Licetro
http://www.wikidata.org/entity/Q18488666,Fibbiano
http://www.wikidata.org/entity/Q18488777,Luchera
http://www.wikidata.org/entity/Q18488894,Orzale
http://www.wikidata.org/entity/Q18489166,Vallico Sopra
http://www.wikidata.org/entity/Q18489205,Villabuona
http://www.wikidata.org/entity/Q3683387,Colognora di Pescaglia
http://www.wikidata.org/entity/Q3831351,Levigliani
http://www.wikidata.org/entity/Q24026070,Buca della Vena mine
http://www.wikidata.org/entity/Q18488470,Busdagno
http://www.wikidata.org/entity/Q18488722,Gragliana
http://www.wikidata.org/entity/Q18488771,Loppeglia-Fiano
http://www.wikidata.org/entity/Q18488929,Piaggiori
http://www.wikidata.org/entity/Q18489012,Prato di Sopra
http://www.wikidata.org/entity/Q18489075,San Martino in Freddana-Monsagrati
http://www.wikidata.org/entity/Q18489132,Terrinca
http://www.wikidata.org/entity/Q18489178,Vetrianello
http://www.wikidata.org/entity/Q29854485,Monte Castello (Apuan Alps)
http://www.wikidata.org/entity/Q18488995,Ponte della Maddalena
http://www.wikidata.org/entity/Q33428632,Cardoso
http://www.wikidata.org/entity/Q18488410,Barbamento
http://www.wikidata.org/entity/Q18488671,Focchia
http://www.wikidata.org/entity/Q18488913,Partigliano
http://www.wikidata.org/entity/Q30107193,Fountain of Our Lady of Lourdes
http://www.wikidata.org/entity/Q37985366,Q37985366
http://www.wikidata.org/entity/Q18488380,Agliano Peralla
http://www.wikidata.org/entity/Q18488670,Focchia di Sotto
http://www.wikidata.org/entity/Q18488763,Licetro
http://www.wikidata.org/entity/Q18488897,Palagnana
http://www.wikidata.org/entity/Q29572836,Montalto (Apuan Alps)
http://www.wikidata.org/entity/Q33495234,Stazzema
http://www.wikidata.org/entity/Q31677203,Monte Procinto
http://www.wikidata.org/entity/Q47551491,Plaque dedicated to Amintore Fanfani
http://www.wikidata.org/entity/Q736387,Q736387
http://www.wikidata.org/entity/Q2220036,Q2220036
http://www.wikidata.org/entity/Q1780180,Holy Face of Lucca
http://www.wikidata.org/entity/Q3621654,Q3621654
http://www.wikidata.org/entity/Q3632786,Q3632786
http://www.wikidata.org/entity/Q3657357,Q3657357
http://www.wikidata.org/entity/Q3661232,Q3661232
http://www.wikidata.org/entity/Q3668206,Q3668206
http://www.wikidata.org/entity/Q3668441,Q3668441
http://www.wikidata.org/entity/Q3668698,Q3668698
http://www.wikidata.org/entity/Q3669196,Q3669196
http://www.wikidata.org/entity/Q3669217,Q3669217
http://www.wikidata.org/entity/Q3669919,Q3669919
http://www.wikidata.org/entity/Q3670574,Q3670574
http://www.wikidata.org/entity/Q3670626,Q3670626
http://www.wikidata.org/entity/Q3670794,Q3670794
http://www.wikidata.org/entity/Q3670856,Q3670856
http://www.wikidata.org/entity/Q3671157,Q3671157
http://www.wikidata.org/entity/Q3671374,Q3671374
http://www.wikidata.org/entity/Q3671714,Q3671714
http://www.wikidata.org/entity/Q3671942,Q3671942
http://www.wikidata.org/entity/Q3672375,Q3672375
http://www.wikidata.org/entity/Q3672402,Q3672402
http://www.wikidata.org/entity/Q3672905,Q3672905
http://www.wikidata.org/entity/Q3673239,Q3673239
http://www.wikidata.org/entity/Q3748703,Q3748703
http://www.wikidata.org/entity/Q3763853,Q3763853
http://www.wikidata.org/entity/Q3854850,Q3854850
http://www.wikidata.org/entity/Q3860405,Q3860405
http://www.wikidata.org/entity/Q3867949,Q3867949
http://www.wikidata.org/entity/Q3884557,Q3884557
http://www.wikidata.org/entity/Q3889614,Q3889614
http://www.wikidata.org/entity/Q3889656,Q3889656
http://www.wikidata.org/entity/Q3889724,Q3889724
http://www.wikidata.org/entity/Q3890125,Q3890125
http://www.wikidata.org/entity/Q3890448,Q3890448
http://www.wikidata.org/entity/Q3891456,Q3891456
http://www.wikidata.org/entity/Q3902314,Q3902314
http://www.wikidata.org/entity/Q3902313,Q3902313
http://www.wikidata.org/entity/Q3908787,Q3908787
http://www.wikidata.org/entity/Q3908810,Q3908810
http://www.wikidata.org/entity/Q3908822,Q3908822
http://www.wikidata.org/entity/Q3965022,Q3965022
http://www.wikidata.org/entity/Q3971746,Q3971746
http://www.wikidata.org/entity/Q3983164,Q3983164
http://www.wikidata.org/entity/Q4010611,Q4010611
http://www.wikidata.org/entity/Q4011838,Q4011838
http://www.wikidata.org/entity/Q4011934,Q4011934
http://www.wikidata.org/entity/Q4012054,Q4012054
http://www.wikidata.org/entity/Q4012546,Q4012546
http://www.wikidata.org/entity/Q3330090,Villa Guinigi National Museum
http://www.wikidata.org/entity/Q3668545,"Santi Crocifisso dei Bianchi, Lucca"
http://www.wikidata.org/entity/Q3671716,"San Pietro Somaldi, Lucca"
http://www.wikidata.org/entity/Q3672123,"San Tommaso, Lucca"
http://www.wikidata.org/entity/Q3672336,"Sant'Alessandro, Lucca"
http://www.wikidata.org/entity/Q3673397,"Santa Maria Forisportam, Lucca"
http://www.wikidata.org/entity/Q3788629,IMT School for Advanced Studies Lucca
http://www.wikidata.org/entity/Q3889550,Archbishop's Palace
http://www.wikidata.org/entity/Q3969986,Lucca railway station
http://www.wikidata.org/entity/Q3670688,San Giusto
http://www.wikidata.org/entity/Q3360907,Palazzo Pfanner
http://www.wikidata.org/entity/Q3618586,Antica Porta San Donato
http://www.wikidata.org/entity/Q3669820,"San Cristoforo, Lucca"
http://www.wikidata.org/entity/Q3673392,"Santa Maria Corteorlandini, Lucca"
http://www.wikidata.org/entity/Q3884721,Oratory San Pierino
http://www.wikidata.org/entity/Q3902265,Piazza Napoleone
http://www.wikidata.org/entity/Q762111,Basilica of San Frediano
http://www.wikidata.org/entity/Q1067038,Piazza dell'Anfiteatro
http://www.wikidata.org/entity/Q1282278,Lucca Cathedral
http://www.wikidata.org/entity/Q2265902,Guinigi Tower
http://www.wikidata.org/entity/Q2836812,Orto Botanico Comunale di Lucca
http://www.wikidata.org/entity/Q2844409,Roman amphitheatre of Lucca
http://www.wikidata.org/entity/Q3673069,"Santa Giulia, Lucca"
http://www.wikidata.org/entity/Q3908781,Porta San Donato
http://www.wikidata.org/entity/Q3995476,"Torre delle Ore, Lucca"
http://www.wikidata.org/entity/Q4796745,Art Collection of the Fondazione Cassa di Risparmio di Lucca
http://www.wikidata.org/entity/Q3361303,"Ducal Palace, Lucca"
http://www.wikidata.org/entity/Q3516781,Teatro del Giglio
http://www.wikidata.org/entity/Q3669615,"San Benedetto in Gottella, Lucca"
http://www.wikidata.org/entity/Q3891024,Palazzo Tucci
http://www.wikidata.org/entity/Q3908893,Porta dei Borghi
http://www.wikidata.org/entity/Q1809639,San Michele in Foro
http://www.wikidata.org/entity/Q18489044,Ruota
http://www.wikidata.org/entity/Q2219262,Palazzo Mansi National Museum
http://www.wikidata.org/entity/Q3668321,"San Paolino, Lucca"
http://www.wikidata.org/entity/Q3862681,Tomb of Ilaria del Carretto
http://www.wikidata.org/entity/Q25052992,"Santa Maria della Rosa, Lucca"
http://www.wikidata.org/entity/Q28078402,Q28078402
http://www.wikidata.org/entity/Q25053873,"Santissima Trinità, Lucca"
http://www.wikidata.org/entity/Q37985075,Q37985075
http://www.wikidata.org/entity/Q31613462,Monte Serra
http://www.wikidata.org/entity/Q25052997,"Sant'Agostino, Lucca"
http://www.wikidata.org/entity/Q33121907,Fondazione Cassa di Risparmio di Lucca
http://www.wikidata.org/entity/Q25052986,"San Ponziano, Lucca"
http://www.wikidata.org/entity/Q17625930,Colognora di Cómpito
http://www.wikidata.org/entity/Q37155918,Cinema Astra
http://www.wikidata.org/entity/Q37155950,Cinema Italia
http://www.wikidata.org/entity/Q37155971,Cinema Moderno
http://www.wikidata.org/entity/Q93679,Church of San Francesco
http://www.wikidata.org/entity/Q216385,Altopascio
http://www.wikidata.org/entity/Q216881,Capannori
http://www.wikidata.org/entity/Q3340039,Q3340039
http://www.wikidata.org/entity/Q219444,Porcari
http://www.wikidata.org/entity/Q3563120,Q3563120
http://www.wikidata.org/entity/Q3622048,Q3622048
http://www.wikidata.org/entity/Q3627299,Q3627299
http://www.wikidata.org/entity/Q3632779,Q3632779
http://www.wikidata.org/entity/Q3632793,Q3632793
http://www.wikidata.org/entity/Q3668229,Q3668229
http://www.wikidata.org/entity/Q3669169,Q3669169
http://www.wikidata.org/entity/Q3669758,Q3669758
http://www.wikidata.org/entity/Q3670792,Q3670792
http://www.wikidata.org/entity/Q3671843,Q3671843
http://www.wikidata.org/entity/Q3685672,Q3685672
http://www.wikidata.org/entity/Q3689446,Q3689446
http://www.wikidata.org/entity/Q3885522,Q3885522
http://www.wikidata.org/entity/Q3889477,Q3889477
http://www.wikidata.org/entity/Q3891025,Q3891025
http://www.wikidata.org/entity/Q3901868,Q3901868
http://www.wikidata.org/entity/Q3908710,Q3908710
http://www.wikidata.org/entity/Q3947015,Q3947015
http://www.wikidata.org/entity/Q3948043,Q3948043
http://www.wikidata.org/entity/Q3948721,Q3948721
http://www.wikidata.org/entity/Q3970556,Q3970556
http://www.wikidata.org/entity/Q3970843,Q3970843
http://www.wikidata.org/entity/Q4011953,Q4011953
http://www.wikidata.org/entity/Q4012055,Q4012055
http://www.wikidata.org/entity/Q4012308,Q4012308
http://www.wikidata.org/entity/Q4012346,Q4012346
http://www.wikidata.org/entity/Q4012387,Q4012387
http://www.wikidata.org/entity/Q3908796,Porta San Jacopo
http://www.wikidata.org/entity/Q3967865,Stadio Porta Elisa
http://www.wikidata.org/entity/Q3670689,San Giusto
http://www.wikidata.org/entity/Q3908830,Porta Santa Maria
http://www.wikidata.org/entity/Q765309,Roman Catholic Archdiocese of Lucca
http://www.wikidata.org/entity/Q16541607,Q16541607
http://www.wikidata.org/entity/Q16608737,Q16608737
http://www.wikidata.org/entity/Q16609944,Q16609944
http://www.wikidata.org/entity/Q18490371,Q18490371
http://www.wikidata.org/entity/Q18490042,Baldacci
http://www.wikidata.org/entity/Q3606071,Lucca-Tassignano Airport
http://www.wikidata.org/entity/Q3639637,Aldo Carrara Town Library
http://www.wikidata.org/entity/Q18488877,Nardi
http://www.wikidata.org/entity/Q18488704,Gennarino
http://www.wikidata.org/entity/Q18488432,Bernardini
http://www.wikidata.org/entity/Q18490120,Casoni
http://www.wikidata.org/entity/Q18490452,Poggetto
http://www.wikidata.org/entity/Q18488384,Ai Borelli
http://www.wikidata.org/entity/Q18488523,Cascine Berti
http://www.wikidata.org/entity/Q18488622,Corte Stanghellini
http://www.wikidata.org/entity/Q18488624,Corte Tognetti
http://www.wikidata.org/entity/Q18488696,Fratina
http://www.wikidata.org/entity/Q18488899,Palazzo Rosso
http://www.wikidata.org/entity/Q18489154,Tronci
http://www.wikidata.org/entity/Q18490158,Corte Brogi
http://www.wikidata.org/entity/Q18490157,Corte Bistone
http://www.wikidata.org/entity/Q18490160,Corte Ciani
http://www.wikidata.org/entity/Q18490186,Dogana di Tiglio
http://www.wikidata.org/entity/Q18490570,Tramontano
http://www.wikidata.org/entity/Q18488655,Fabbri
http://www.wikidata.org/entity/Q18486954,Giovacchini
http://www.wikidata.org/entity/Q6703860,Lunata
http://www.wikidata.org/entity/Q18488896,Padule
http://www.wikidata.org/entity/Q18488786,Magazzino
http://www.wikidata.org/entity/Q18488804,Mazzanti
http://www.wikidata.org/entity/Q18490175,Corte Seri
http://www.wikidata.org/entity/Q18490178,Corte Urbani
http://www.wikidata.org/entity/Q18487513,Urbano
http://www.wikidata.org/entity/Q18488552,Checi
http://www.wikidata.org/entity/Q18488709,Gigioni
http://www.wikidata.org/entity/Q18489113,Spianate
http://www.wikidata.org/entity/Q18490170,Corte Nencettino
http://www.wikidata.org/entity/Q18490168,Corte Nardi
http://www.wikidata.org/entity/Q18490172,Corte Rossi
http://www.wikidata.org/entity/Q18486941,Galleno
http://www.wikidata.org/entity/Q18488435,Biagioni-Saretti
http://www.wikidata.org/entity/Q18488697,Frizzone
http://www.wikidata.org/entity/Q18490118,Casini
http://www.wikidata.org/entity/Q18490162,Corte Dori
http://www.wikidata.org/entity/Q18490389,Nardi-Palandri
http://www.wikidata.org/entity/Q18490598,Villa Campanile
http://www.wikidata.org/entity/Q18488421,Bartoloni
http://www.wikidata.org/entity/Q18489142,Tonini
http://www.wikidata.org/entity/Q18487079,Luigioni
http://www.wikidata.org/entity/Q18489102,Seghetti-Chiappini
http://www.wikidata.org/entity/Q18490166,Corte Mennino
http://www.wikidata.org/entity/Q18490164,Corte Menconi
http://www.wikidata.org/entity/Q37984865,Q37984865
http://www.wikidata.org/entity/Q37985152,Q37985152
http://www.wikidata.org/entity/Q18486937,Frattino
http://www.wikidata.org/entity/Q18488614,Corte Cioni
http://www.wikidata.org/entity/Q18489145,Torre Salese
http://www.wikidata.org/entity/Q18490047,Bocciardi
http://www.wikidata.org/entity/Q33180520,Canale Imperiale
http://www.wikidata.org/entity/Q35276371,Lucca / Tassignano Airport
http://www.wikidata.org/entity/Q13373,Lucca
http://www.wikidata.org/entity/Q16202,Province of Lucca
http://www.wikidata.org/entity/Q692873,Lima
http://www.wikidata.org/entity/Q363407,Collodi
http://www.wikidata.org/entity/Q216492,Borgo a Mozzano
http://www.wikidata.org/entity/Q2525545,Q2525545
http://www.wikidata.org/entity/Q2525176,Villa Garzoni
http://www.wikidata.org/entity/Q3388239,Q3388239
http://www.wikidata.org/entity/Q3657345,Q3657345
