H.Ehnes,39,1486
Plastikspork,39,1673
ExperiencedArticleFixer,39,120
GreenC,39,419
Delirium,39,613
Soltantoparolealvento,38,3127
Dl2000,38,195
Dthomsen8,38,526
G.zinzula,38,7676
Simone.lippi,38,343
M&A,38,1508
Cheesy mike,38,297
Electus,38,478
Chunterkap,38,3751
Frate Agostino,38,5441
Cadria,38,937
Funnyhat,38,189
Jpda,38,50158
Valledelverde,38,396
Avoja,38,350
Arturolorioli,38,2210
Nuz94,38,3740
Fabio Matteo,38,4086
Foxtrot1985,38,1059
$too$h,38,976
LedRush,38,481
Kintetsubuffalo,37,281
Ulivo,37,654
Nikkimaria,37,138
Viator,37,345
Kibira,37,49936
Fresh2008,37,1329
Jacopo Werther,37,451
Keivan.f,37,412
GuroneseDoc,37,968
Elisa Marianini,37,2265
Ficarello,37,748
Walrasiad,37,3354
Reever,37,3167
Grandenando,37,515
HansM,37,1545
Ossessionatodallalibertà92,37,2002
Derek R Bullamore,37,2202
Jules78120,37,5926
Roberto Mura,37,3971
Trocche100,37,1070
Xoil,37,1124
Pierreci,37,146
Franzy89,37,286
Egsan Bacon,37,164
Amypv,37,1332
Lapo Bertini,37,633
Visite fortuitement prolongée,37,236
Jeffmalmberg,37,423
Wiki alf,37,1108
FramaKa,36,17175
Pava,36,527
Aldux,36,970
Wliiam·Shakespeare,36,311
Glrx,36,111
JRibaX,36,832
Lametropolitana,36,1891
Marco Daniele,36,1096
David J Wilson,36,6233
Blairall,36,123
Sextum,36,1997
Pushmenon,36,1131
Santa diavolazzi,36,687
Mini.fb,36,346
Indubitably,36,280
Nerijp,36,10734
C.patri,36,2915
Alarichus,36,557
Parkwells,36,529
Annod,36,178
Berns,36,895
Massimop,36,1818
Lec CRP1,36,3374
MarnetteD,36,467
Moloch981,36,664
DWC LR,36,321
Lucare87,36,287
Plasm,36,418
Jane023,36,457
Mcdonal6,36,1522
Noq,36,22392
Rich Farmbrough,36,314
Pielleunipi,36,170
Paolo Nardini,36,20672
Bob Burkhardt,36,172
LucaLuca,36,193
Luigi.tuby,36,222
Ottaedro,35,3918
Roberto Lucarini Manni,35,497
Maquesta,35,592
Chrysochloa,35,6514
Alessio.chiuppesi,35,3027
Michael Hardy,35,178
Zombie433,35,1741
Michael Goodyear,35,412
Prosenjiit,35,1132
Pèter,35,932
ILoveKorea,35,283
Loapa,35,1088
Una giornata uggiosa '94,35,1826
Jaysuc,35,595
Tholynski,35,2388
Jacopocioni,35,4223
Pochsad,35,2042
GiuseppeMassimo,35,1558
Mattythewhite,35,229
Denisarona,35,207
NoraComm,35,999
Lucacci,35,8522
Zane Nariman,35,794
Icco80,35,3402
Antonio777,35,9977
Viva-Verdi,35,1657
Mazewaxie,35,877
Rachelmychajluk,35,6149
Omegastar,35,144
PamD,35,117
Bingospaga,35,795
HTML2011,35,620
Edgepedia,35,187
Airon90,35,230
PupyFaki,35,58771
Zoe,35,6220
Robertocei,35,524
Alex Du Ville,35,1110
Rodrigotebani,34,1583
Marco Sassone,34,11203
Meissen,34,806
Mrwick1,34,373
Xcia0069,34,4603
Picchi,34,654
Mpwsc95,34,893
Luigi6704,34,1275
Lostprophet,34,456
Mafaldita81,34,5709
Cimmo,34,1509
Storia di Palazzi,34,434
Gigi er Gigliola,34,2856
Fioravante Patrone,34,430
Williamsshore,34,1283
Spurinna,34,157
Frania Wisniewska,34,826
L.gabriel,34,3690
Daniel the Monk,34,2338
Jacopo,34,185
Filiep,34,865
Verbex,34,7000
Cinghiale1,34,261
Alexcoldcasefan,34,1682
Weijiya,34,1572
User-duck,34,4765
C3sa16,34,992
TI1880,34,744
Mampocomam,34,5668
TCY,34,2529
Roucas,34,595
Missvain,34,556
Ghinozzi-nissim,34,226
Gliu,34,23271
Corne006,34,880
TFOWR,34,9204
TAnthony,34,193
Jörg Bittner Unna,33,362
Kablammo,33,6048
Eustachiusz,33,510
Clio64,33,3379
Moeguzzi,33,222
Mburizzy,33,450
1717,33,3308
Edelfio,33,1139
Madmats,33,2304
L0r4nd0,33,2030
Leznodc,33,510
FelixRosch,33,2968
Moongateclimber,33,170
DagosNavy,33,157
Kwork2,33,1172
Addacat,33,557
Simoneberna,33,471
Robur15,33,581
Choess,33,933
Ipigott,33,814
Jaqen,33,2025
Dans,33,2344
Museodeltessuto,33,137
Liopac,33,1339
Mill 1,33,812
Vittorino55,33,886
Anthony Appleyard,33,11596
Simone80,33,5103
Daio,33,3104
Le pro du 94 :),33,1391
Rosa Mauro,33,290
Alebufo,33,4864
Jmex,33,481
Wololoo,33,223
Tronca86,33,1476
Philippenusbaumer,33,571
Emanuele Taddei,33,2251
Donata Mazzini,33,196
Ariel,33,544
Plorenzini,33,1987
MatteoM95,33,1559
Arsene lapin,33,4704
BerAnth,33,39888
Luca Bergamasco,33,850
Fire90,33,62189
Lucretius,33,182
Zigzig20s,33,970
Wetto,33,10266
Vergaglia,32,328
Wgolf,32,160
Baronnet,32,186
Orthomaniaque,32,226
Graham87,32,2341
Cicciopantera,32,723
Inviaggio,32,505
Federicoluc,32,3246
Pradigue,32,1131
Duccius,32,601
Carlottaguidi,32,5519
Turgon,32,947
Jado,32,507
Andreas Kaganov,32,4755
Antinoos85,32,578
Pynard,32,601
JustAGal,32,120
Admaiora,32,246
Fenice,32,203
AndrewInter,32,3412
Mandalorian,32,10545
Arnaud 25,32,4013
Viriditas,32,2588
DocWatson42,32,478
Nurkara,32,983
Zyxw,32,919
Dr.robin,32,3601
Silvano2010,32,686
PolBr,32,2066
Avesan,32,391
Witger,32,456
Jean-Jacques Georges,32,185
Letartean,32,2194
Enfi,32,687
Metaphysicus,32,642
Apuanus,32,599
Buchraeumer,32,525
Agricolae,32,89909
A.bartolinibaldelli,32,11231
Divacat,32,1875
Clcasadio,32,428
Darwinek,32,4517
Brandano,32,549
Sidvics,31,380
Archaeodontosaurus,31,153
Gerard-emile,31,12967
Kivi,31,1280
Elisaviola,31,1168
Bigmatbasket,31,5504
Abyssadventurer,31,246
Ettore Benedetti,31,1689
Riccardo Fangarezzi,31,3784
Audrey22,31,1219
Frieda,31,1238
Rehtse,31,254
Bill Thayer,31,4602
Fagairolles 34,31,258
VivaItalia1974,31,2516
Infrogmation,31,647
Dm.insubre.82,31,3584
Deb,31,2338
Ji-Elle,31,2547
Aldoparisi,31,2653
Equord,31,5428
Niculinux,31,1943
Pierrette13,31,310
Mervyn,31,1093
Ultrogothe,31,581
Stef76,31,3328
Chaoborus,31,1907
AlvaroSeco,31,11293
Raven10,31,3031
Sempreblu07,31,462
Fuferito,31,1244
Eagle Owl,31,1354
Iacobus,31,180
DocteurCosmos,31,4364
Cambon,31,1074
Seiopotessi,30,202
Mattho69,30,10200
Anulare,30,13484
FabC,30,783
Matteo Grasso,30,1929
Robert.Allen,30,1110
Olonia,30,13768
Ysogo,30,236
Enne,30,60430
Rerum gestarum scriptor,30,1500
Enrico Lapucci,30,2844
Torredellago,30,557
Giuscam,30,3116
Ciofe23,30,3182
Llodi,30,967
Stend 82,30,12646
Sinergest,30,154
Massimo.dada,30,2921
Neutrality,30,1972
Pippobuono,30,5124
Rnt20,30,571
Shakko,30,168
MySelene,30,3757
IndyJr,30,395
Vito Calise,30,1530
Eda~itwiki,30,1836
Giorgio Signorini,30,667
TALABERT,30,187
Bodrix,30,418
Xaura,30,500
SimonPersonalSpace,30,1404
ZG 90,30,174
Rtkat3,30,3450
Fayor1,30,247
Pmanderson,30,131
Vio911,30,488
Arnoutf,30,3957
Kronos,29,277
Giulio Mainardi,29,433
Brownout,29,170
Brian0918,29,1445
Ellegimark,29,1694
Guam,29,1687
Diádoco,29,121
Skyfall,29,2091
Gabriele ciatti,29,944
Etacar11,29,13954
Ligamaister,29,1136
Prof.lumacorno,29,440
Perkele,29,1641
GentoUniWriter,29,5791
Dario Manili II,29,9306
Van helsing,29,27893
Justelipse,29,880
Enok,29,1906
Brucvaldo,29,1779
TierrayLibertad,29,1172
Hillbillyholiday,29,708
Paulo72,29,128
Francescogagliardi,29,197
Firenze1926,29,215
Senelori,29,1902
Loreforense,29,4090
JamKaftan,29,847
Stefanferr,29,319
Francesco Babboni,29,3631
Katharineamy,29,273
MilborneOne,29,492
Jerome LMA,29,1487
Baldo 18,29,975
Mik59,29,2213
Werldwayd,29,802
Goustien,29,781
Elidire,29,932
S141739,29,144
Moulins19,29,667
Gino costagli,29,1348
Bruxellensis,29,338
Mushroom,29,4838
Trimalcione,29,411
Adriano.93,29,367
Gabrio,29,404
Richelieu,29,1676
Autodidactyl,29,185
RichardMills65,29,1545
JackofOz,29,1053
Rambo's Revenge,29,1326
Generale Lee,29,398
PersOnLine,29,7721
Asarelah,28,154
Clarityfiend,28,300
Monozigote,28,5159
Fabiom1966,28,3319
SMADG85,28,310
Umberto NURS,28,72950
Wim b,28,3093
Stef Mec,28,517
Beppeveltri,28,201
Elizium23,28,192
MisterGB,28,5072
Luca Oddone,28,1659
Marco Rosellini,28,105
Btfcppura2,28,856
Mattissa,28,180
Es2003,28,2626
Lainus,28,261
Edowikip,28,815
MIKHEIL,28,116
Nono64,28,508
Jacklab72,28,1469
Brucointestino,28,399
Sanchalex,28,3471
Executeur,28,460
PolskiLad,28,360
Wendylee uchi,28,2365
Panz Panz,28,430
Angelosante,28,519
Aristofane di bisanzio,28,856
Geographiste,28,9106
Shaka,28,3714
Jeanambr,28,872
Lorenzo Taddei,28,385
Alfonso Galuba,28,365
Windreaver,28,1078
Arthur Crbz,28,1291
Franz53sda,28,8888
Vvallin,28,363
Tomandlouisa,28,2751
BigUp,28,935
Nuada33,28,476
Smallbones,28,806
Kirrages,28,1440
Giovanna Pecorilla (Uffizi),28,1092
Victuallers,28,1176
Maremmano,28,230
NYArtsnWords,28,932
Unreal7,28,959
Mau db,28,24453
Ramatteo,28,1548
Colonies Chris,28,179
Longo73,28,1355
El francoh,28,694
Keckel,28,53799
SNAAAAKE!!,28,363
BarrelProof,28,198
Pizzaebirra2008,28,1506
HenriDavel,28,1183
ADM,28,309
AugenTier,28,933
Amedeofelix,28,466
Lekoren,27,379
Ness10,27,1801
Fabio.Morozzi,27,583
Barbaking,27,4310
Catlo,27,386
Yorkshirian,27,4711
SerF555,27,5342
EamonnPKeane,27,231
Fale,27,2484
Orphypnos,27,110
Gelu6,27,419
Il palazzo,27,1097
Zoupan,27,1096
Suslindisambiguator,27,1598
Jerome66,27,4824
H4stings,27,2870
Lauramuseo,27,7922
KConWiki,27,143
Carl.bunderson,27,635
Sergio.ballestrero,27,813
Scardovi,27,390
Fabos,27,1758
Verosky,27,513
Il Tista,27,1878
T,C&S,27,541
Footprintsinthesand,27,409
Lothar dp,27,725
Bazonka,27,1155
Scottmsg,27,215
Matthead,27,720
Pfly,27,4037
Bryson109,27,66177
Iazyges,27,414
Melancholia i,27,259
Daddy Kindsoul,27,4298
Zerged,27,1598
Mywikid,27,1127
Soprani,27,156
GrapedApe,27,1610
Rembrandt9,27,299
EffeCi79,27,941
Jbeck8924,27,283
Bermicourt,27,983
Drunt,27,1691
Kuyi123w,27,2932
Coolazice,27,3585
Luca capecchi,27,1768
Chiarabenedetta,27,541
LouisAlain,26,146
Gwernol,26,407
Progettualita,26,1978
Dk1919 Franking,26,291
Macrakis,26,720
Enquire,26,3245
Secotyne,26,30332
WilliamDigiCol,26,579
EDT95,26,2044
Farragutful,26,2641
Samuele2002,26,7154
UWstudent,26,374
Maxcheung,26,478
Ambro92,26,724
Camira,26,7021
Traleni,26,328
MPJ710,26,199
Gabriele Diana,26,422
Patz,26,1791
Ossistyl,26,193
Eustace Bagge,26,78269
Biling,26,888
Ericd,26,1761
Fiaschi,26,3358
Bastenbas,26,506
Interoma,26,688
Rl,26,372
Hanna Mag,26,3602
Sctechlaw,26,301
Tarambano,26,13636
Kingston28,26,240
Giovannigobbin,26,45171
0x010C,26,3261
Soren56,26,135
Wikid77,26,9953
Boleyn,26,113
SummerWithMorons,26,624
Ippolitus nut,26,4236
Nanobliss,26,5511
Antoniex,26,26943
Siddharth nagar,26,722
Onel5969,26,892
Alessiobacch,26,2498
Demiurgo,26,417
Turistico,26,1508
BronHiggs,26,917
Woosha89,26,4146
Philip Stevens,26,764
Mirianomonnanni,26,724
JWULTRABLIZZARD,25,241
THEunique,25,583
Pilkarz,25,1519
SantaFiora85,25,975
Federicafrancesca,25,8781
Herstory,25,1619
Fugitron,25,261
M.marco.marco,25,936
Montrealais,25,6246
Drugonot,25,4572
Mdw0,25,183
Gabri 1980,25,846
Block,25,278
Ferrandodragoni,25,7552
Nicola Goller,25,116
Fgwiki,25,117
Treybien,25,216
Filippo59100,25,7453
EstherLois,25,114
Nonopoly,25,3820
A bit iffy,25,149
Ticket OTRS 2011102410007641,25,606
Sd,25,250
Giacomo50hp,25,324
Francinass,25,208
Marcd30319,25,892
Dale Arnett,25,319
Andreoccius,25,2831
Alaspada,25,2039
Fitamant,25,526
2A02A03F,25,6089
Irenez2017,25,4764
Stephenb,25,19007
Inne98,25,982
Never covered,25,1249
Omino di carta,25,2897
Archi Medi,25,1302
Peterlewis,25,503
Pmk58,25,112
Pie.er,25,2736
Francasto,25,136
Gordon ka,25,423
Lamro,25,1372
Ggonnell,25,507
Lepido,25,837
Thumperward,25,986
Cassmus,25,10220
Mad Nick,25,832
Giorces,25,1753
Nicola.Manini,25,507
Montreal,25,440
Lubiesque,25,701
Lokinon,25,726
MarkHunt,25,184
Consorzio Turistico Cinque Terre,25,166
Fedem,25,162
Mielino,25,7402
The Man in Question,25,2315
ByB,25,149
Contromano76,25,775
Adigama,25,381
Sipacini,25,2068
Conanil,25,3049
Olando,25,3446
Cortix93,25,304
Andplus,25,296
Chiusd,25,193
Julia100,25,524
Silvia bruni1,24,1191
Thorin III,24,650
Student7,24,565
Obsidian Soul,24,1725
Anisurb,24,123
Pietro747,24,2042
Sbisolo,24,1254
Jérémy-Günther-Heinz Jähnick,24,527
Ferdinand.bardamu,24,556
Vegaswikian,24,177
Bedelio,24,418
MasterX,24,259
Raymond,24,207
Gacio,24,14484
Kenyon~frwiki,24,1915
DivermanAU,24,217
Patrick.charpiat,24,1836
Chiswick Chap,24,219
Green-eyed girl,24,168
Nairoflying,24,4945
Mcferran,24,1388
Meladina,24,160
Cesco 82,24,433
Dragoelliott,24,137
William Dany,24,315
Wallie,24,631
Danyele,24,246
VVVF,24,647
Wikiklrsc,24,613
Roucoulou,24,294
Kingkasmar,24,521
Glenfarclas,24,1208
Fiore dod,24,194
Marpol,24,1529
Cantons-de-l'Est,24,827
Triante2009,24,557
Lefringant,24,943
Michele Brina,24,4638
FayssalF,24,3739
Veneziano,24,3888
Giacobazzi.daniele,24,106
Lottas,24,612
Lemke,24,3758
Good Sir 85,24,325
Lalupa,24,2939
Moondyne,24,804
Allions,24,1292
Mutlu mpal 5591,24,401
Oiziruam86,24,460
Thermos~enwiki,24,363
Rosenknospe,24,5201
Padawane,24,1047
Diligent,24,3893
LepoRello,24,255
Conte di Sarre,24,7412
Fastifex,24,7107
PANDA 81,24,2372
L'osservatore,23,223
Snerza,23,311
HeartofaDog,23,4863
Olivier,23,2930
Skarioffszky,23,583
Carbon Caryatid,23,105
Pitcairn,23,936
Bella28,23,518
Lforzini,23,201
Barone Birra 91,23,653
Emanuele Saiu,23,350
Filippof,23,1853
Pipep,23,116
MWright96,23,4228
Toccata quarta,23,858
B Multimediale,23,199
Yelkrokoyade,23,866
Gun Powder Ma,23,370
Pap3rinik,23,10694
Richard Arthur Norton (1958- ),23,1090
Ferdinando Scala,23,392
Leoman3000,23,235
Tartufo12312,23,340
Coccico2345,23,1465
Inkart51,23,2946
Anthony Marx,23,271
Budiulikke,23,335
Bheton,23,718
Kirtap,23,1837
EuropeanUniversityInstitute,23,3252
Liondartois,23,962
ThierryM34,23,107
Arpingstone,23,276
Pletpassio,23,2847
Thomon,23,514
Syrio,23,3152
Louisalouisalouisa,23,2840
Spippolo,23,853
Mark83,23,896
Nicolabel,23,254
Paolo da Reggio,23,202
Ginosal,23,201
Agnellino,23,442
Nicola cresti,23,630
Poetry62,23,1635
M.casanova,23,1223
Remy34,23,5621
Daniel Case,23,2227
Frimoussou,23,278
Ren Bow,23,5736
Tinette,23,1675
Studerby,23,29144
Maëli Harrouet,23,432
Sinigagl,23,249
Sethi 79,23,769
Carlassimo,23,152
.snoopy.,23,35864
Oimabe,23,1760
KaroOole,23,105
Raul654,23,640
OldakQuill,23,1121
Kanghuitari,23,484
Narnaud1974,23,25822
Urelianu,22,2344
Captain Assassin!,22,1092
Rikimaru,22,498
Tommasostefa95,22,3686
Gosto~itwiki,22,3584
Sg7438,22,3547
Fuoricorso abbummato,22,209
Another Believer,22,105
Karaboom,22,3484
Astigmatique,22,4358
Sunquanliangxiuhao,22,498
Aegylon megas,22,1292
20WashingtonPaul,22,669
Victor falk,22,559
Arthistorian1977,22,391
Yoggysot,22,633
Ecphora,22,261
WolvenFútbol,22,807
Davide.b7,22,4943
Calliopejen1,22,1220
Willthacheerleader18,22,138
Gabryatfendor,22,139
Ursus,22,820
Sir Sputnik,22,150
Inwind,22,232
Andrew Dalby,22,10208
Moneyofpropre,22,1050
Elisabetta Nucci,22,5540
Peter Damian (old),22,125
Johnatan Saso,22,3556
Stan Shebs,22,4567
Wkharrisjr,22,2037
Derek91,22,12697
Salvatore Talia,22,1730
Elisa.rolle,22,2504
Skysmith,22,8925
LittleWhites,22,1516
Toussaint~itwiki,22,2198
Abrams,22,2439
Basice,22,121
MarioGG,22,141
Pitroipa10,22,356
Corsicanangel,22,493
Alessandro Angius,22,356
Flyer22 Reborn,22,799
Ricky81682,22,224
Manuguf,22,321
Cudei90,22,386
AnonMoos,22,578
Lorenzo.conti,22,213
Felixth77,22,408
RussBlau,22,11147
Madeco,22,1356
Garik,22,37230
InflatableSupertrooper,22,210
DadaNeem,22,237
Octave.H,22,497
Odejea,22,282
Nbsawe,22,200
Silaip,22,2503
Galatain,22,2885
Sohringer,22,13671
Cnwilliams,22,123
Montaretto,22,882
Elonka,22,217
Ucanmakeitup,22,1880
Bouette,22,2847
Flambert,22,194
Mauro Tozzi,22,193
Wikiuser100,22,122
JJ Georges,22,2401
Alfreddo,21,204
Robi mkb,21,3812
Dywirnach,21,452
Ydb2,21,1176
Salvaldo,21,1128
Kelisi,21,153
ErNanna,21,240
Fufi90,21,2526
Medlacrapule,21,2701
Carobeppe,21,285
Dany1492,21,374
Klause,21,639
Alekjds,21,786
Daedalus&Ikaros,21,1238
Filnik,21,526
Squittinatore,21,113
Mild Bill Hiccup,21,495
Mjlodge,21,654
Nikozw,21,3474
Epolito03,21,902
Yomangan,21,2988
Gatien Couturier,21,556
Mbergeot,21,29317
Saurto,21,1277
Rosiestep,21,657
Kaho Mitsuki,21,374
SELEX Galileo,21,6391
Fatlox,21,276
Billinghurst,21,149
Mark J,21,275
Hepcatbilly,21,575
Giacomo Augusto,21,287
Virgixx,21,163
Cesiraphantoni,21,180
Dawnseeker2000,21,104
Elborgo,21,3427
Syssoun,21,2684
Lorenzov79,21,404
Alexpostfacto,21,1699
Menchino,21,16412
Maxperot,21,1024
Edoardo-Pisa,21,2637
Buondelmonte,21,5084
Montanabw,21,290
Tango Panaché,21,795
Papydenis,21,1041
Isocephaly,21,3329
SteveR2,21,491
Ziron,21,1898
Folto82,21,194
Giu Pepis,21,7998
Diego Cuoghi,21,1660
Massimoturchi,21,4128
Njamesdebien,21,574
IlCorrettoreItaliano3,21,149
Jeffmatt,21,3045
Kavs8,21,920
Chl,21,3603
Edeng15,21,4163
Feanor0,21,902
Paolo Cecconi,21,4465
Infierno,21,4792
Mattepiero,21,4549
Grabuge,21,870
Aad355,21,1690
Alesseus,21,563
Vincimanno Capograssi,21,359
Hullaballoo Wolfowitz,21,357
Carcharoth,21,481
Rayceraw21,21,917
DEBoredom,21,2822
Crys,21,532
DavidLaw,21,1131
Patrifor,21,1060
Frank87,21,268
Tom harrison,21,5211
Tony456002,21,134
Majorly,21,36823
Anger22,21,11238
The Boss Bomber,21,716
Old Moonraker,21,291
Jagstar12,21,737
Bahbouhe,21,564
H-Hurry,21,1981
Girolamo52,21,449
Phantomas,21,4774
Bertigi,21,1007
Rein ergo,21,216
Skinsmoke,21,129
Pinots,20,2814
Priper,20,255
Zackmann08,20,421
Pietro Di Fontana,20,537
Maxmasc,20,211
Etemenanki,20,1788
PrincipeRoby,20,2672
Rael,20,655
Wotansuomi,20,5490
Citizenabc,20,304
Ascia,20,880
Nickel Chromo~enwiki,20,5484
Pmbma,20,471
Marco Ciaramella,20,299
Eugene van der Pijll,20,3115
Mike Coppolano,20,1027
Mike hayes,20,229
Tamfang,20,288
Saguameau,20,166
Cp10129,20,243
Dingy,20,311
Icairns,20,185
Les woodland,20,1360
Stidpmi,20,881
Atrus75,20,10460
Wikig,20,1632
Kieran4,20,299
Joey80,20,441
Imperial78,20,373
Xray1983,20,644
Rrwagner59,20,6149
Massiseren,20,197
Beechs,20,199
Alepierotti,20,900
Ipankonin,20,153
ÄDA - DÄP,20,1600
Pierpietro,20,503
Michael Bednarek,20,761
Top Cat 14,20,1240
Monna Ry,20,4561
Federico Leva (BEIC),20,272
Ale642,20,311
Tenebrae,20,325
Gentgeen,20,124
Matty Leone,20,1846
Mgelormino,20,211
Hemlock Martinis,20,2102
Fdewaele,20,203
Marce 89,20,359
Robyvecchio,20,10214
Remopietro,20,403
ArnoldPettybone,20,1153
Annutack,20,573
Massi spezia,20,225
Ecrouit44,20,1018
Diannaa,20,14224
Giovannix94,20,336
Amanconi,20,727
DLand,20,2254
Doctor Dodge,20,1676
Danicalove79,20,194
Marta Zari,20,1532
Warshy,20,1503
ALoopingIcon,20,246
Llywrch,20,1095
Chiarensal,20,3300
Pegasovagante,20,629
NewLibertine,20,124
Sparafucil,20,2789
Campone1,20,223
Jnestorius,20,739
EleonoraPellegri,20,27739
Luca Potestio,20,528
Paolotyh,20,173
Daufer,20,1919
Notafly,20,992
Edisonblus,20,659
PaoloM1927,20,1145
Jebulon,20,190
Malleus Haereticorum,20,343
Livy103,20,946
Center-for-Medieval-Studies,19,435
MWatson15,19,947
Augben,19,473
Montchenu,19,350
Dansanta,19,654
Spedona,19,1154
ElSaxo,19,781
CarloB,19,356
Wento,19,558
Blakwolf,19,779
Philologick,19,2483
Matthewrobertolson,19,944
FordPrefect42,19,111
Eligere,19,527
David Gerard,19,238
ChrisBlankC,19,140
Ch Th Jo,19,2894
Lmagnolfi,19,26031
MichaelTinkler,19,883
Nihil novi,19,133
Nicoleon,19,891
The Anome,19,178
Sax123,19,926
Mons-tis,19,392
Sirabder87,19,469
Maurilbert,19,38889
Gerard1505,19,329
Marica Massaro,19,224
Casebelmonte~itwiki,19,611
4ndr34,19,2227
Lgl72,19,1038
Giuseppe C12.,19,748
MagicatthemovieS,19,133
Nicola (CeDoMus),19,12213
Mica,19,595
Charvex,19,920
Jerome Charles Potts,19,601
Iacoyeah,19,574
Alkarex,19,2076
Borgolibero,19,838
LeoMeo99,19,247
Yurs88,19,285
Marge,19,104
Superniky86,19,23555
Musdan77,19,1178
Brunori.paolo,19,754
Perifrasi,19,1333
Trapanator,19,807
29AH,19,873
SenseiAC,19,304
Francescog.lazzarini,19,206
Emanuel Carfora,19,4916
Ripeus,19,1622
Manvo89,19,226
Phyrexian,19,110
Dylan--86,19,577
Gox91,19,6915
Racerx11,19,607
Jared887,19,1278
Cheetaih,19,259
WereSpielChequers,19,167
Rodrigodacuna,19,934
Augustomich,19,608
Aieieprazu,19,167
Racconish,19,439
Sara Moscardini,19,8580
Me2,19,2286
Antoine Blondin,19,3530
DW,19,8114
Jacksf,19,281
Deboran,19,2637
Postcard Cathy,19,380
Mais oui!,19,107
Rosticci,19,1084
Giulio Bigozzi,19,4744
Philip,19,4338
Bmclaughlin9,19,226
Varlaam,19,156
Hmass3,19,677
Giuseppe luci,19,182
Nataraja,19,3252
Italstudio,19,569
Icio92,19,852
JamesAM,18,824
Kevincli,18,400
Mikio75,18,274
Toad88,18,1184
Andros1969,18,633
Claudio P.,18,713
Betacommand,18,2238
Neptune's Trident,18,264
Aledownload,18,2947
Emanuellllllla,18,604
Gisegre,18,173
Aqua,18,190
Cloudz679,18,375
Furì,18,2084
Vincenzo Palleschi,18,2710
Yukihyo,18,522
WikiHannibal,18,257
FrancoisPopieul,18,2886
M.Riccardo,18,393
Karanacs,18,6787
Calamins,18,403
Camelia.boban,18,223
AnnibaleC,18,292
Tiennegolf,18,673
Tiesse,18,3516
Detective5,18,2181
Davidships,18,1097
Aleksander Sestak,18,970
Canadian Paul,18,171
Jodon1971,18,325
IlPisano,18,1203
Elius94,18,9451
Panairjdde~enwiki,18,376
Chatsam,18,400
Sotakeit,18,734
Genio123,18,647
Spinoziano,18,1060
Zidanie5,18,368
JMvanDijk,18,822
Conte,18,2576
Angie Y.,18,914
Gianluca.fagioli,18,2979
Igor Zeiger,18,3458
Hellosunshine,18,1135
N.cresti,18,255
Howard "Dib" Montjio,18,226
Panarenco,18,446
Panzagiovanni,18,176
Elias.nadim,18,2348
Berean Hunter,18,3622
Mathiasrex,18,253
Auric,18,849
TheTornadoBreaker,18,13878
Contiale,18,1279
Edouard-rainaut,18,2845
For the love of truth,18,624
Gogo Dodo,18,28863
Guarracino,18,330
Senet,18,900
Charlie Foxtrot66,18,458
Stomme,18,8804
Cappo80,18,1407
Bisoldier,18,2234
Thehundi,18,1258
Romanus451,18,1271
RiccardoP1983,18,465
Baseaccount,18,113
Gronico,18,609
Opus33,18,1087
LeZibou,18,1249
Bosay,18,3546
4meter4,18,1263
Fb2ts,18,1031
Parametric66,18,832
MatteoSole,18,994
Guise,18,782
Zaby,18,888
Donato9473,18,1613
Marco 27,18,696
Sergay,18,273
Piotrus,18,379
Kq-hit,18,215
Dr. Lurk,18,2183
Zitumassin,18,6419
Unodeinostri,18,1198
Laura Guasti,18,492
Bserin,18,505
Solidale,18,782
Lorenzo Head,18,608
Ciosl,18,119
Sam Sailor,18,33613
Melos,18,1252
Jmarevalo,18,115
Jaakobou,18,222
Georgejdorner,18,1373
MilSin,18,762
Phso2,18,1735
Lilliputien,17,578
Revares,17,510
Yoofes,17,1128
Francesco BdN,17,412
John Carter,17,391
Clancianum,17,2892
Somethingwickedly,17,949
Desene,17,3181
Dleisawitz,17,1036
Icarusgeek,17,108
Figiu,17,696
Emmepici,17,5386
Vince56860,17,691
Smallprint84,17,149
IPC,17,820
Pelarmian,17,3217
ChiamatemiSarcastica,17,666
Mr Pouet Pouet,17,3511
Lorenza Ravaglia,17,1182
Filippo48,17,550
Cusio,17,4934
Malisti,17,412
AWCDigiCol,17,486
Alain valtat,17,1582
Disc Wheel,17,406
FoCuSandLeArN,17,1103
Triple 8,17,345
Mlulurgas,17,6056
Lotharius,17,2772
Fractious Jell,17,351
F multimediale,17,196
Stemonitis,17,809
Woww,17,418
Fontanaluccia,17,441
Aocim,17,1622
Flooding,17,2682
RigacciOrg,17,2609
Claudio T,17,209
Carabinieri,17,141
Ediacara,17,381
Deep silence,17,161
Aledangelo,17,453
Aussiesta,17,716
Delio,17,319
Shoeofdeath,17,2725
Louis Kehlweiler,17,2639
AlbertSM,17,521
F l a n k e r,17,334
Muriel Gottrop~enwiki,17,5516
Wikilese,17,1253
Ed Poor,17,1708
DITWIN GRIM,17,452
UltimaRatio,17,4337
Pietromusica,17,761
SurdusVII,17,162
Egil,17,300
Paris1127,17,861
Drpaulossi,17,2642
PatGallacher,17,11573
Albatross83,17,753
Almax,17,750
JeBonSer,17,874
Rdsmith4,17,617
Passator,17,4524
EmaR,17,728
Asram,17,653
Jackwiki~itwiki,17,654
Rino Barbieri,17,136
Père Igor,17,207
Pebbles,17,254
Schnurrbart,17,110
Flaignes,17,723
Alewiki93,17,1610
Mississippienne,17,1555
